price,price_per_sqft,bhk,total_sqft,floor_num,location
395000.0,8493,4,2700,7,"oeuvre 3, ambli gurugram"
348000.0,7482,4,4651,7,"oeuvre 3, ambli gurugram"
441000.0,9500,4,2558,8,"oeuvre 3, ambli gurugram"
395000.0,8500,4,2790,4,"oeuvre 3, ambli gurugram"
441000.0,9500,4,2090,8,"oeuvre 3, ambli gurugram"
362000.0,7783,4,2558,5,"oeuvre 3, ambli gurugram"
394000.0,8471,4,4651,6,"oeuvre 3, ambli gurugram"
395000.0,8500,4,4651,8,"oeuvre 3, ambli gurugram"
441000.0,9500,4,2558,2,"oeuvre 3, ambli gurugram"
416000.0,8419,4,4941,6,"oeuvre 3, ambli gurugram"
441000.0,7500,4,3234,5,"oeuvre 3, ambli gurugram"
439000.0,8900,4,4941,8,"oeuvre 3, ambli gurugram"
421000.0,9052,4,4651,5,"oeuvre 3, ambli gurugram"
413000.0,8900,4,4651,9,"oeuvre 3, ambli gurugram"
395000.0,8504,4,3023,9,"oeuvre 3, ambli gurugram"
419000.00000000006,8500,4,3211,9,"oeuvre 3, ambli gurugram"
500000.0,8500,5,3237,6,"oeuvre 3, ambli gurugram"
500000.0,8493,5,5887,7,"oeuvre 3, ambli gurugram"
559000.0,9495,5,5887,7,"oeuvre 3, ambli gurugram"
523000.00000000006,8900,5,5887,10,"oeuvre 3, ambli gurugram"
469000.00000000006,9500,4,2750,8,"oeuvre 3, ambli gurugram"
469000.00000000006,9500,4,2723,2,"oeuvre 3, ambli gurugram"
453000.0,7700,5,3240,10,"oeuvre 3, ambli gurugram"
558000.0,9500,5,3237,8,"oeuvre 3, ambli gurugram"
500000.0,8500,5,5887,7,"oeuvre 3, ambli gurugram"
506000.0,8600,5,5887,8,"oeuvre 3, ambli gurugram"
559000.0,9500,5,3414,9,"oeuvre 3, ambli gurugram"
497000.0,8447,5,5887,7,"oeuvre 3, ambli gurugram"
9590000.0,5000,3,1918,6,"olive greens, gota gurugram"
215000.0,5972,4,3600,11,"olive greens, gota gurugram"
120000.0,5687,3,1150,11,"olive greens, gota gurugram"
130000.0,6778,3,1918,10,"olive greens, gota gurugram"
140000.0,6487,3,1187,5,"olive greens, gota gurugram"
260000.0,7240,4,2000,6,"olive greens, gota gurugram"
150000.0,6951,3,2158,5,"olive greens, gota gurugram"
117000.0,5422,3,2158,9,"olive greens, gota gurugram"
110000.0,5774,3,1918,6,"olive greens, gota gurugram"
200000.0,5569,4,2082,8,"olive greens, gota gurugram"
240000.0,6683,4,2000,6,"olive greens, gota gurugram"
107000.0,5000,3,2158,5,"olive greens, gota gurugram"
260000.0,7240,4,2083,6,"olive greens, gota gurugram"
260000.0,7240,4,2154,3,"olive greens, gota gurugram"
4250000.0,3500,2,668,4,"orchid blues, shela gurugram"
4800000.0,4490,2,642,4,"orchid blues, shela gurugram"
5000000.0,4122,2,1213,1,"orchid blues, shela gurugram"
4900000.0,4426,2,1107,8,"orchid blues, shela gurugram"
5200000.0,4864,2,1069,7,"orchid blues, shela gurugram"
135000.0,5637,3,2395,7,"orchid gold, sanathal gurugram"
140000.0,4700,4,1644,26,"orchid gold, sanathal gurugram"
125000.0,5219,3,2395,19,"orchid gold, sanathal gurugram"
107000.0,4500,3,1317,11,"orchid gold, sanathal gurugram"
112000.0,4676,3,2395,11,"orchid gold, sanathal gurugram"
149000.0,5000,4,2990,24,"orchid gold, sanathal gurugram"
137000.0,5720,3,1300,1,"orchid gold, sanathal gurugram"
170000.0,5686,4,2990,19,"orchid gold, sanathal gurugram"
110000.0,4593,3,1437,20,"orchid gold, sanathal gurugram"
105000.0,4400,3,1317,20,"orchid gold, sanathal gurugram"
165000.0,6404,4,2585,5,"orchid legacy, sardar patel ring road gurugram"
115000.0,5713,3,2013,15,"orchid legacy, sardar patel ring road gurugram"
165000.0,6383,4,2585,5,"orchid legacy, sardar patel ring road gurugram"
120000.0,5961,3,1200,8,"orchid legacy, sardar patel ring road gurugram"
115000.0,5713,3,1409,0,"orchid legacy, sardar patel ring road gurugram"
168000.0,6499,4,2585,9,"orchid legacy, sardar patel ring road gurugram"
175000.0,6770,4,2585,1,"orchid legacy, sardar patel ring road gurugram"
180000.0,5505,4,3270,17,"orchid legacy, sardar patel ring road gurugram"
135000.0,6706,3,1167,4,"orchid legacy, sardar patel ring road gurugram"
125000.0,6210,3,2013,7,"orchid legacy, sardar patel ring road gurugram"
7400000.0,5017,3,1475,3,"orchid sky, shela gurugram"
7150000.0,4847,3,1475,5,"orchid sky, shela gurugram"
8500000.0,5763,3,1475,9,"orchid sky, shela gurugram"
7450000.0,4967,3,1500,4,"orchid sky, shela gurugram"
496000.0,9493,4,3135,5,"oriental viola, ambli gurugram"
522000.0,10000,4,5225,0,"oriental viola, ambli gurugram"
525000.0,10048,4,5225,4,"oriental viola, ambli gurugram"
496000.0,9500,4,3135,4,"oriental viola, ambli gurugram"
665000.0,9500,5,4060,20,"oriental viola, ambli gurugram"
496000.0,9500,4,3135,2,"oriental viola, ambli gurugram"
527000.0,10086,4,5225,4,"oriental viola, ambli bopal road gurugram"
527000.0,10086,5,2874,14,"oriental viola, ambli bopal road gurugram"
548000.0,10500,4,2875,9,"oriental viola, ambli bopal road gurugram"
470000.0,8995,4,5225,10,"oriental viola, ambli bopal road gurugram"
470000.0,8995,4,2875,4,"oriental viola, ambli bopal road gurugram"
496000.0,9500,4,3030,8,"oriental viola, ambli bopal road gurugram"
522000.0,9990,5,2900,8,"oriental viola, ambli bopal road gurugram"
665000.0,9500,5,4200,8,"oriental viola, ambli bopal road gurugram"
522000.0,9990,4,3030,4,"oriental viola, ambli bopal road gurugram"
665000.0,9500,5,3850,13,"oriental viola, ambli bopal road gurugram"
375000.0,10714,4,2100,5,"prl colony, thaltej gurugram"
430000.0,7150,4,3300,8,"prl colony, thaltej gurugram"
350000.0,10000,4,2100,5,"prl colony, thaltej gurugram"
360000.0,10435,4,2000,5,"prl colony, thaltej gurugram"
360000.0,10746,4,2200,5,"prl colony, thaltej gurugram"
430000.0,7150,4,3200,5,"prl colony, thaltej gurugram"
457000.0,7600,4,3308,16,"prl colony, thaltej gurugram"
462000.0,7500,4,3388,8,"prl colony, thaltej gurugram"
738000.0,8950,5,4538,28,"prl colony, thaltej gurugram"
5000000.0,4831,2,724,0,paldi gurugram
8100000.0,5960,3,900,4,paldi gurugram
7300000.0,5594,2,913,0,paldi gurugram
8500000.0,6877,2,1236,7,paldi gurugram
108000.0,5838,3,1850,2,paldi gurugram
170000.0,6296,3,1620,8,paldi gurugram
176000.0,6778,3,1440,5,paldi gurugram
120000.0,6977,3,1204,0,paldi gurugram
150000.0,6944,3,1560,3,paldi gurugram
150000.0,6887,3,1400,5,paldi gurugram
120000.0,8197,3,1024,0,paldi gurugram
150000.0,7500,4,2000,3,paldi gurugram
135000.0,6122,3,2205,2,paldi gurugram
110000.0,6984,3,1575,4,paldi gurugram
151000.0,7000,4,2160,9,paldi gurugram
115000.0,7516,3,1530,3,paldi gurugram
9700000.0,6999,3,1386,3,paldi gurugram
9500000.0,5000,3,1330,0,paldi gurugram
155000.0,6043,3,1530,3,paldi gurugram
247000.00000000003,6778,4,2016,8,paldi gurugram
105000.0,6000,3,972,5,paldi gurugram
105000.0,6000,3,1000,1,paldi gurugram
123000.0,5694,3,1404,3,paldi gurugram
125000.0,6944,3,990,4,paldi gurugram
147000.0,6000,3,2466,2,paldi gurugram
317000.0,8010,4,1980,3,paldi gurugram
277000.0,6995,4,3960,0,paldi gurugram
110000.0,4612,3,1431,5,"panache, vaishnodevi circle gurugram"
146000.0,4531,4,1863,5,"panache, vaishnodevi circle gurugram"
111000.0,4654,3,1320,7,"panache, vaishnodevi circle gurugram"
102000.0,4277,3,1311,4,"panache, vaishnodevi circle gurugram"
113000.0,4772,3,1400,8,"panache, vaishnodevi circle gurugram"
107000.0,4486,3,2385,4,"panache, vaishnodevi circle gurugram"
107000.0,4486,3,1311,10,"panache, vaishnodevi circle gurugram"
104000.0,4361,3,1311,4,"panache, vaishnodevi circle gurugram"
297000.0,4833,5,3384,2,"panache, vaishnodevi circle gurugram"
5400000.0,4138,2,1305,0,prahlad nagar gurugram
100000.0,6250,3,1350,4,prahlad nagar gurugram
115000.0,7143,3,1400,3,prahlad nagar gurugram
125000.0,7310,3,1710,1,prahlad nagar gurugram
170000.0,10794,3,1575,9,prahlad nagar gurugram
125000.0,8333,3,1500,9,prahlad nagar gurugram
115000.0,6907,3,1415,10,prahlad nagar gurugram
144000.0,7579,3,1080,0,prahlad nagar gurugram
145000.0,7073,3,2050,4,prahlad nagar gurugram
160000.0,8000,3,2000,4,prahlad nagar gurugram
450000.0,10000,4,2800,6,prahlad nagar gurugram
325000.0,6500,4,5000,20,prahlad nagar gurugram
290000.0,6564,5,2650,3,prahlad nagar gurugram
292000.0,6500,4,4500,18,prahlad nagar gurugram
260000.0,6500,4,4000,20,prahlad nagar gurugram
435000.0,9667,4,4500,3,prahlad nagar gurugram
163000.0,5507,4,1687,0,"rajyash regius, bopal gurugram"
148000.0,5000,4,1687,7,"rajyash regius, bopal gurugram"
230000.0,5000,5,2627,4,"rajyash regius, bopal gurugram"
253000.0,5500,5,2627,10,"rajyash regius, bopal gurugram"
148000.0,5000,4,2960,6,"rajyash regius, bopal gurugram"
190000.0,5000,4,3800,6,"rajyash regius, bopal gurugram"
212000.0,5514,4,2191,0,"rajyash regius, bopal gurugram"
192000.0,5000,4,2191,10,"rajyash regius, bopal gurugram"
200000.0,5202,4,2191,4,"rajyash regius, bopal gurugram"
254000.0,5510,5,2627,0,"rajyash regius, bopal gurugram"
230000.0,5000,5,2627,8,"rajyash regius, bopal gurugram"
221000.0,5750,4,2191,9,"rajyash regius, bopal gurugram"
415000.00000000006,6495,5,3642,0,"rajyash regius, bopal gurugram"
363000.0,5681,5,3642,11,"rajyash regius, bopal gurugram"
337000.0,6493,5,3418,0,"rajyash regius, bopal gurugram"
294000.0,5665,5,3418,11,"rajyash regius, bopal gurugram"
389000.0,6505,5,4444,0,"rajyash regius, bopal gurugram"
300000.0,6508,5,4610,10,"rajyash regius, bopal gurugram"
474000.0,6493,5,5369,0,"rajyash regius, bopal gurugram"
4800000.0,4800,2,1000,3,ramdev nagar gurugram
4000000.0,4233,2,945,4,ramdev nagar gurugram
6000000.0,5556,2,900,2,ramdev nagar gurugram
155000.0,7176,3,1512,0,ramdev nagar gurugram
274000.0,8000,4,1766,5,ramdev nagar gurugram
331000.0,7500,4,2610,4,ramdev nagar gurugram
4250000.0,4363,2,681,0,ranip gurugram
3500000.0,2593,2,1350,2,ranip gurugram
6930000.0,4666,2,817,10,ranip gurugram
5350000.0,4100,2,913,0,ranip gurugram
6200000.0,5103,2,729,3,ranip gurugram
112000.0,6100,3,1017,7,ranip gurugram
180000.0,7759,3,2320,6,"ratnaakar pristine, satellite gurugram"
185000.0,8000,3,1345,8,"ratnaakar pristine, satellite gurugram"
180000.0,7759,3,2320,3,"ratnaakar pristine, satellite gurugram"
180000.0,7800,3,1392,5,"ratnaakar pristine, satellite gurugram"
185000.0,7974,3,2320,4,"ratnaakar pristine, satellite gurugram"
181000.0,7802,3,1276,10,"ratnaakar pristine, satellite gurugram"
193000.0,8361,3,1400,5,"ratnaakar pristine, satellite gurugram"
296000.0,7619,4,3885,7,"ratnaakar pristine, satellite gurugram"
295000.0,7593,4,2500,4,"ratnaakar pristine, satellite gurugram"
306000.0,7900,4,2238,8,"ratnaakar pristine, satellite gurugram"
299000.0,7700,4,2331,5,"ratnaakar pristine, satellite gurugram"
325000.0,8366,4,2137,1,"ratnaakar pristine, satellite gurugram"
279000.0,7200,4,2331,6,"ratnaakar pristine, satellite gurugram"
299000.0,7701,4,3885,6,"ratnaakar pristine, satellite gurugram"
310000.0,8000,4,2136,5,"ratnaakar pristine, satellite gurugram"
311000.0,8005,4,3885,5,"ratnaakar pristine, satellite gurugram"
303000.0,7800,4,2020,2,"ratnaakar pristine, satellite gurugram"
303000.0,7800,4,2137,2,"ratnaakar pristine, satellite gurugram"
149000.0,5364,3,2778,14,"riviera aspire, shela gurugram"
142000.0,5200,3,1507,5,"riviera aspire, shela gurugram"
150000.0,5500,3,2740,7,"riviera aspire, shela gurugram"
164000.0,6000,3,1507,9,"riviera aspire, shela gurugram"
195000.0,5925,4,1810,5,"riviera aspire, shela gurugram"
181000.0,5500,4,1891,13,"riviera aspire, shela gurugram"
145000.0,5292,3,1500,4,"riviera aspire, shela gurugram"
200000.0,6100,4,1810,16,"riviera aspire, shela gurugram"
174000.0,5287,4,1909,9,"riviera aspire, shela gurugram"
175000.0,5318,4,1975,4,"riviera aspire, shela gurugram"
171000.0,5200,4,3291,5,"riviera aspire, shela gurugram"
200000.0,6077,4,1810,9,"riviera aspire, shela gurugram"
173000.0,5263,4,3291,9,"riviera aspire, shela gurugram"
197000.0,5986,4,3291,15,"riviera aspire, shela gurugram"
161000.0,5876,3,1507,0,"riviera aspire, shela gurugram"
181000.0,5500,4,3291,15,"riviera aspire, shela gurugram"
187000.0,5700,4,3291,10,"riviera aspire, shela gurugram"
143000.0,5219,3,1507,16,"riviera aspire, shela gurugram"
197000.0,6000,4,1810,9,"riviera aspire, shela gurugram"
191000.0,5804,4,1810,9,"riviera aspire, shela gurugram"
155000.0,5586,3,1528,18,"riviera aspire, shela gurugram"
175000.0,5318,4,1974,12,"riviera aspire, shela gurugram"
189000.0,5773,4,1908,2,"riviera aspire, shela gurugram"
230000.0,6501,4,2125,4,"riviera elite, shela gurugram"
229000.0,6500,4,2052,4,"riviera elite, shela gurugram"
335000.0,7431,5,2705,15,"riviera elite, shela gurugram"
275000.0,7237,4,2800,5,"riviera elite, shela gurugram"
275000.0,7773,4,2055,8,"riviera elite, shela gurugram"
265000.0,7490,4,3538,0,"riviera elite, shela gurugram"
270000.0,7631,4,3538,4,"riviera elite, shela gurugram"
275000.0,7773,4,1980,4,"riviera elite, shela gurugram"
275000.0,7237,4,2800,4,"riviera elite, shela gurugram"
375000.0,8319,5,2690,9,"riviera elite, shela gurugram"
270000.0,7642,4,1999,6,"riviera elite, shela gurugram"
260000.0,7349,4,3538,4,"riviera elite, shela gurugram"
270000.0,7631,4,2021,4,"riviera elite, shela gurugram"
275000.0,7773,4,1989,2,"riviera elite, shela gurugram"
325000.0,7218,5,2704,0,"riviera elite, shela gurugram"
315000.0,7000,5,4508,11,"riviera elite, shela gurugram"
270000.0,7631,4,2000,3,"riviera elite, shela gurugram"
275000.0,7773,4,3538,4,"riviera elite, shela gurugram"
280000.0,7914,4,1946,11,"riviera elite, shela gurugram"
263000.0,7434,4,2122,0,"riviera elite, shela gurugram"
370000.0,8208,5,4508,6,"riviera elite, shela gurugram"
275000.0,7773,4,1989,4,"riviera elite, shela gurugram"
272000.0,7688,4,3538,4,"riviera elite, shela gurugram"
285000.0,8055,4,2122,3,"riviera elite, shela gurugram"
370000.0,8208,5,4508,14,"riviera elite, shela gurugram"
380000.0,8429,5,2700,8,"riviera elite, shela gurugram"
275000.0,7773,4,2122,0,"riviera elite, shela gurugram"
279000.0,7881,4,3540,0,"riviera elite, shela gurugram"
280000.0,7914,4,1945,7,"riviera elite, shela gurugram"
375000.0,8319,5,4508,10,"riviera elite, shela gurugram"
275000.0,7773,4,3538,5,"riviera elite, shela gurugram"
270000.0,7631,4,3538,6,"riviera elite, shela gurugram"
341000.0,7564,5,4508,3,"riviera elite, shela gurugram"
410000.0,9095,4,2480,10,"riviera elite, shela gurugram"
275000.0,7773,4,3538,7,"riviera elite, shela gurugram"
370000.0,8208,5,2480,14,"riviera elite, shela gurugram"
390000.0,8651,5,2500,10,"riviera elite, shela gurugram"
385000.0,8540,5,2480,10,"riviera elite, shela gurugram"
385000.0,8540,5,4508,10,"riviera elite, shela gurugram"
280000.0,7914,4,2124,11,"riviera elite, shela gurugram"
293000.0,6500,5,2479,19,"riviera elite, shela gurugram"
266000.0,7518,4,3538,7,"riviera elite, shela gurugram"
380000.0,8429,5,2779,15,"riviera elite, shela gurugram"
231000.0,5600,4,2273,10,"riviera majestica, shela gurugram"
227000.0,5500,4,2271,1,"riviera majestica, shela gurugram"
227000.0,5500,4,2280,9,"riviera majestica, shela gurugram"
227000.0,5500,4,2500,11,"riviera majestica, shela gurugram"
227000.0,5496,4,2271,9,"riviera majestica, shela gurugram"
255000.0,6174,4,2271,0,"riviera majestica, shela gurugram"
227000.0,5500,4,2271,24,"riviera majestica, shela gurugram"
235000.0,5700,4,2271,1,"riviera majestica, shela gurugram"
243000.00000000003,5884,4,2271,20,"riviera majestica, shela gurugram"
260000.0,6295,4,2271,5,"riviera majestica, shela gurugram"
227000.0,5496,4,2478,15,"riviera majestica, shela gurugram"
225000.0,5450,4,4130,14,"riviera majestica, shela gurugram"
245000.00000000003,5932,4,4130,0,"riviera majestica, shela gurugram"
227000.0,5500,4,2280,15,"riviera majestica, shela gurugram"
227000.0,5500,4,2271,3,"riviera majestica, shela gurugram"
250000.0,6057,4,2271,24,"riviera majestica, shela gurugram"
227000.0,5500,4,4130,15,"riviera majestica, shela gurugram"
225000.0,5448,4,2478,14,"riviera majestica, shela gurugram"
302000.0,6000,5,2782,27,"riviera majestica, shela gurugram"
277000.0,5496,5,2782,15,"riviera majestica, shela gurugram"
287000.0,5700,5,2772,15,"riviera majestica, shela gurugram"
277000.0,5500,5,3100,15,"riviera majestica, shela gurugram"
304000.0,6050,5,2772,30,"riviera majestica, shela gurugram"
277000.0,5500,5,2772,9,"riviera majestica, shela gurugram"
278000.0,5500,5,5060,18,"riviera majestica, shela gurugram"
297000.0,5896,5,2772,20,"riviera majestica, shela gurugram"
325000.0,6448,5,2772,5,"riviera majestica, shela gurugram"
282000.0,5595,5,5040,26,"riviera majestica, shela gurugram"
300000.0,5952,5,2782,0,"riviera majestica, shela gurugram"
275000.0,5456,5,5040,0,"riviera majestica, shela gurugram"
292000.0,5804,5,5040,10,"riviera majestica, shela gurugram"
277000.0,5500,5,5040,15,"riviera majestica, shela gurugram"
260000.0,6300,4,2271,25,"riviera majestica, shela gurugram"
302000.0,6000,5,5040,14,"riviera majestica, shela gurugram"
292000.0,5800,5,2772,15,"riviera majestica, shela gurugram"
277000.0,5500,5,2772,10,"riviera majestica, shela gurugram"
312000.0,6190,5,2772,0,"riviera majestica, shela gurugram"
277000.0,5496,5,3024,20,"riviera majestica, shela gurugram"
427000.0,5500,5,4273,19,"riviera majestica, shela gurugram"
287000.0,5710,5,5040,20,"riviera majestica, shela gurugram"
272000.0,6100,4,2589,25,"riviera majestica, shela gurugram"
277000.0,5500,5,5040,12,"riviera majestica, shela gurugram"
275000.0,5456,5,3024,14,"riviera majestica, shela gurugram"
292000.0,5800,5,2772,12,"riviera majestica, shela gurugram"
427000.0,5495,5,4273,30,"riviera majestica, shela gurugram"
277000.0,5500,5,2773,18,"riviera majestica, shela gurugram"
280000.0,5556,5,3100,7,"riviera majestica, shela gurugram"
302000.0,6000,5,2923,16,"riviera majestica, shela gurugram"
282000.0,5600,5,2782,16,"riviera majestica, shela gurugram"
277000.0,5496,5,2772,20,"riviera majestica, shela gurugram"
282000.0,5600,5,5040,8,"riviera majestica, shela gurugram"
293000.0,5814,5,2772,1,"riviera majestica, shela gurugram"
242000.0,6500,4,2050,34,"riviera palacio, shela gurugram"
423000.00000000006,6000,4,3829,10,"riviera palacio, shela gurugram"
423000.00000000006,6000,4,3829,11,"riviera palacio, shela gurugram"
423000.00000000006,6000,4,3829,18,"riviera palacio, shela gurugram"
425000.0,6023,4,3829,15,"riviera palacio, shela gurugram"
445000.0,6298,4,3829,23,"riviera palacio, shela gurugram"
423000.00000000006,6000,4,7066,20,"riviera palacio, shela gurugram"
423000.00000000006,6000,4,3829,24,"riviera palacio, shela gurugram"
424000.0,6014,4,3829,32,"riviera palacio, shela gurugram"
423000.00000000006,6000,4,3830,29,"riviera palacio, shela gurugram"
388000.0,5500,4,3829,18,"riviera palacio, shela gurugram"
423000.00000000006,6000,4,3829,32,"riviera palacio, shela gurugram"
431000.0,6100,4,3829,0,"riviera palacio, shela gurugram"
388000.0,5500,4,3829,1,"riviera palacio, shela gurugram"
173000.0,4800,4,2095,5,"riviera prestige, makarba gurugram"
119000.0,5000,3,1437,9,"riviera prestige, makarba gurugram"
119000.0,5000,3,1392,9,"riviera prestige, makarba gurugram"
110000.0,4593,3,2395,8,"riviera prestige, makarba gurugram"
123000.0,5150,3,2398,9,"riviera prestige, makarba gurugram"
115000.0,4800,3,1392,9,"riviera prestige, makarba gurugram"
180000.0,5000,4,2095,9,"riviera prestige, makarba gurugram"
110000.0,4593,3,2395,0,"riviera prestige, makarba gurugram"
173000.0,4800,4,3611,9,"riviera prestige, makarba gurugram"
308000.0,5000,5,3705,0,"riviera prestige, makarba gurugram"
145000.0,5600,3,1507,14,"riviera springs, shela gurugram"
164000.0,6236,4,2630,3,"riviera springs, shela gurugram"
155000.0,6000,3,1428,5,"riviera springs, shela gurugram"
145000.0,5600,3,1507,16,"riviera springs, shela gurugram"
209000.0,6702,4,2100,4,"riviera springs, shela gurugram"
188000.0,6024,4,1810,4,"riviera springs, shela gurugram"
180000.0,6928,3,1507,3,"riviera springs, shela gurugram"
176000.0,6774,3,2598,3,"riviera springs, shela gurugram"
162000.0,6236,3,2598,4,"riviera springs, shela gurugram"
170000.0,6454,3,2634,1,"riviera springs, shela gurugram"
160000.0,6159,3,1507,2,"riviera springs, shela gurugram"
144000.0,5500,3,1520,5,"riviera springs, shela gurugram"
175000.0,6736,3,1508,11,"riviera springs, shela gurugram"
200000.0,6408,4,3121,9,"riviera springs, shela gurugram"
150000.0,5800,3,1500,12,"riviera springs, shela gurugram"
158000.0,6000,3,1448,9,"riviera springs, shela gurugram"
175000.0,6736,3,1558,10,"riviera springs, shela gurugram"
148000.0,5638,3,2634,8,"riviera springs, shela gurugram"
138000.0,5312,3,1500,17,"riviera springs, shela gurugram"
187000.0,6000,4,1810,0,"riviera springs, shela gurugram"
155000.0,6001,3,2598,6,"riviera springs, shela gurugram"
140000.0,5389,3,1560,7,"riviera springs, shela gurugram"
198000.0,6344,4,3121,9,"riviera springs, shela gurugram"
210000.0,6729,4,1872,12,"riviera springs, shela gurugram"
320000.0,7168,4,4464,20,"riviera springs, shela gurugram"
335000.0,7431,5,2490,9,"riviera woods, shela gurugram"
265000.0,7500,4,2300,4,"riviera woods, shela gurugram"
302000.0,6699,5,2614,11,"riviera woods, shela gurugram"
350000.0,7764,5,2614,2,"riviera woods, shela gurugram"
265000.0,7490,4,1989,8,"riviera woods, shela gurugram"
295000.0,6544,5,2704,12,"riviera woods, shela gurugram"
265000.0,7490,4,1989,2,"riviera woods, shela gurugram"
299000.0,6633,5,2600,0,"riviera woods, shela gurugram"
263000.0,7434,4,2852,8,"riviera woods, shela gurugram"
275000.0,7773,4,3538,9,"riviera woods, shela gurugram"
265000.0,7490,4,1990,2,"riviera woods, shela gurugram"
293000.0,6506,5,4508,3,"riviera woods, shela gurugram"
270000.0,7631,4,3538,10,"riviera woods, shela gurugram"
285000.0,8055,4,1989,5,"riviera woods, shela gurugram"
306000.0,6800,5,2704,2,"riviera woods, shela gurugram"
340000.0,7542,5,4508,7,"riviera woods, shela gurugram"
297000.0,6594,5,4508,2,"riviera woods, shela gurugram"
293000.0,6500,5,2479,12,"riviera woods, shela gurugram"
686000.0,8126,6,4900,18,"riviera woods, shela gurugram"
300000.0,8202,4,2015,5,"shilp 14, bodakdev gurugram"
304000.0,8202,4,2041,6,"shilp 14, bodakdev gurugram"
304000.0,8200,4,2226,3,"shilp 14, bodakdev gurugram"
300000.0,8200,4,3665,0,"shilp 14, bodakdev gurugram"
285000.0,7800,4,2125,5,"shilp 14, bodakdev gurugram"
343000.0,8190,4,4200,0,"sierra, satellite gurugram"
344000.0,8190,4,4200,0,"sierra, satellite gurugram"
344000.0,8190,4,2310,10,"sierra, satellite gurugram"
344000.0,8190,4,2310,13,"sierra, satellite gurugram"
344000.0,8190,4,2310,5,"sierra, satellite gurugram"
344000.0,8190,4,2310,20,"sierra, satellite gurugram"
344000.0,8200,4,2436,10,"sierra, satellite gurugram"
344000.0,8200,4,2310,12,"sierra, satellite gurugram"
249000.00000000003,6479,3,3843,0,"skyville, shela gurugram"
260000.0,5755,3,4518,8,"skyville, shela gurugram"
278000.0,6500,4,4279,8,"skyville, shela gurugram"
271000.0,5998,4,2620,11,"skyville, shela gurugram"
367000.0,6287,4,5837,15,"skyville, shela gurugram"
417000.0,6494,4,6421,0,"skyville, shela gurugram"
367000.0,6300,4,3211,15,"skyville, shela gurugram"
400000.0,6230,5,3725,8,"skyville, shela gurugram"
372000.0,5800,4,6421,9,"skyville, shela gurugram"
372000.0,5800,4,3531,7,"skyville, shela gurugram"
441000.0,6497,4,6788,0,"skyville, shela gurugram"
290000.0,6419,3,4518,0,"skyville, shela gurugram"
385000.0,6000,5,6421,6,"skyville, shela gurugram"
300000.0,6510,3,4608,0,"skyville, shela gurugram"
278000.0,6497,3,4279,0,"skyville, shela gurugram"
385000.0,6551,4,5883,5,"skyville, shela gurugram"
365000.0,5700,5,3531,12,"skyville, shela gurugram"
303000.0,6492,3,4667,0,"skyville, shela gurugram"
321000.0,6495,3,4942,0,"skyville, shela gurugram"
379000.0,6493,4,5837,0,"skyville, shela gurugram"
325000.0,5524,4,3412,7,"skyville, shela gurugram"
382000.0,6493,4,5883,0,"skyville, shela gurugram"
522000.0,6495,4,8037,0,"skyville, shela gurugram"
549000.0,6496,4,8451,0,"skyville, shela gurugram"
600000.0,6484,5,9254,0,"skyville, shela gurugram"
650000.0,7024,6,5370,10,"skyville, shela gurugram"
124000.0,5368,3,1386,9,"saanvi nirman spectra, bopal gurugram"
133000.0,5911,3,1237,2,"saanvi nirman spectra, bopal gurugram"
137000.0,5952,3,2310,1,"saanvi nirman spectra, bopal gurugram"
164000.0,5248,4,1875,10,"saanvi nirman spectra, bopal gurugram"
166000.0,5398,4,1845,11,"saanvi nirman spectra, bopal gurugram"
121000.0,5400,3,2250,5,"saanvi nirman spectra, bopal gurugram"
164000.0,5248,4,1875,6,"saanvi nirman spectra, bopal gurugram"
375000.0,9615,4,3900,8,"saanvi skydeck select, ambli gurugram"
400000.0,10225,4,2500,6,"saanvi skydeck select, ambli gurugram"
375000.0,9586,4,2738,7,"saanvi skydeck select, ambli gurugram"
375000.0,9586,4,3000,7,"saanvi skydeck select, ambli gurugram"
350000.0,9396,4,2235,4,"saanvi skydeck select, ambli gurugram"
375000.0,9586,4,2268,4,"saanvi skydeck select, ambli gurugram"
360000.0,9202,4,2340,8,"saanvi skydeck select, ambli gurugram"
442000.0,8500,4,5200,15,"saiyamm apricus, ambli gurugram"
442000.0,8500,4,2860,14,"saiyamm apricus, ambli gurugram"
442000.0,8500,4,2860,9,"saiyamm apricus, ambli gurugram"
442000.0,8500,4,2860,16,"saiyamm apricus, ambli gurugram"
468000.0,9000,4,3016,17,"saiyamm apricus, ambli gurugram"
457000.0,8800,4,2860,15,"saiyamm apricus, ambli gurugram"
468000.0,9000,4,3016,18,"saiyamm apricus, ambli gurugram"
6600000.0,3882,3,968,1,"samanvay scintilla, south bopal, bopal gurugram"
6909999.999999999,3950,3,962,9,"samanvay scintilla, south bopal, bopal gurugram"
7090000.000000001,4050,3,970,10,"samanvay scintilla, south bopal, bopal gurugram"
6040000.0,3850,3,1570,1,"samanvay scintilla, south bopal, bopal gurugram"
8200000.0,4686,3,987,9,"samanvay scintilla, south bopal, bopal gurugram"
8000000.0,5096,3,1700,4,"samanvay scintilla, south bopal, bopal gurugram"
220000.00000000003,7534,4,1694,7,"sankalp grace 3, shilaj gurugram"
311000.0,8345,4,3727,5,"sankalp grace 3, shilaj gurugram"
323000.0,7200,4,1977,5,"sankalp grace 3, shilaj gurugram"
